;label;mid;display_name;source;filename;filepath
411;316;/m/07r04;Truck;wav_samples_youtube/bal;4uVeFs-4i1w;..\data\wav_samples_youtube\bal\vid4uVeFs-4i1w.wav
414;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;4WBJgrYLHJs;..\data\wav_samples_youtube\bal\vid4WBJgrYLHJs.wav
418;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;4ZYy180eNRI;..\data\wav_samples_youtube\bal\vid4ZYy180eNRI.wav
424;316;/m/07r04;Truck;wav_samples_youtube/bal;55jtGZAKoHQ;..\data\wav_samples_youtube\bal\vid55jtGZAKoHQ.wav
428;307;/m/0k4j;Car;wav_samples_youtube/bal;55jtGZAKoHQ;..\data\wav_samples_youtube\bal\vid55jtGZAKoHQ.wav
435;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;5DmQYRQz2y4;..\data\wav_samples_youtube\bal\vid5DmQYRQz2y4.wav
436;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;5FvDc0UBAZo;..\data\wav_samples_youtube\bal\vid5FvDc0UBAZo.wav
443;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;5ibYhAoE5HI;..\data\wav_samples_youtube\bal\vid5ibYhAoE5HI.wav
460;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;5Z3DCiwxhGM;..\data\wav_samples_youtube\bal\vid5Z3DCiwxhGM.wav
467;72;/m/0jbk;Animal;wav_samples_youtube/bal;606L8q_VVLI;..\data\wav_samples_youtube\bal\vid606L8q_VVLI.wav
473;316;/m/07r04;Truck;wav_samples_youtube/bal;6CmN6U_9qI4;..\data\wav_samples_youtube\bal\vid6CmN6U_9qI4.wav
478;316;/m/07r04;Truck;wav_samples_youtube/bal;6eqjdgiGAsE;..\data\wav_samples_youtube\bal\vid6eqjdgiGAsE.wav
482;351;/t/dd00130;Engine starting;wav_samples_youtube/bal;6eqjdgiGAsE;..\data\wav_samples_youtube\bal\vid6eqjdgiGAsE.wav
497;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;6j_0JxixrG8;..\data\wav_samples_youtube\bal\vid6j_0JxixrG8.wav
499;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;6kguB8XWB64;..\data\wav_samples_youtube\bal\vid6kguB8XWB64.wav
514;316;/m/07r04;Truck;wav_samples_youtube/bal;6pifhdQ0pdg;..\data\wav_samples_youtube\bal\vid6pifhdQ0pdg.wav
518;307;/m/0k4j;Car;wav_samples_youtube/bal;6pifhdQ0pdg;..\data\wav_samples_youtube\bal\vid6pifhdQ0pdg.wav
528;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;6rsLfmxzGlM;..\data\wav_samples_youtube\bal\vid6rsLfmxzGlM.wav
532;316;/m/07r04;Truck;wav_samples_youtube/bal;6UZVovkR3IU;..\data\wav_samples_youtube\bal\vid6UZVovkR3IU.wav
536;316;/m/07r04;Truck;wav_samples_youtube/bal;6XHoJkMHZno;..\data\wav_samples_youtube\bal\vid6XHoJkMHZno.wav
540;316;/m/07r04;Truck;wav_samples_youtube/bal;6yyToq9cW9A;..\data\wav_samples_youtube\bal\vid6yyToq9cW9A.wav
550;316;/m/07r04;Truck;wav_samples_youtube/bal;77DHZFJZnK4;..\data\wav_samples_youtube\bal\vid77DHZFJZnK4.wav
556;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;7Bfg94jYDVI;..\data\wav_samples_youtube\bal\vid7Bfg94jYDVI.wav
559;316;/m/07r04;Truck;wav_samples_youtube/bal;7db64HOzh-Y;..\data\wav_samples_youtube\bal\vid7db64HOzh-Y.wav
563;316;/m/07r04;Truck;wav_samples_youtube/bal;7DnayFfLdok;..\data\wav_samples_youtube\bal\vid7DnayFfLdok.wav
566;316;/m/07r04;Truck;wav_samples_youtube/bal;7e2ifgqrN1Q;..\data\wav_samples_youtube\bal\vid7e2ifgqrN1Q.wav
568;308;/m/0912c9;Vehicle horn, car horn, honking;wav_samples_youtube/bal;7e2ifgqrN1Q;..\data\wav_samples_youtube\bal\vid7e2ifgqrN1Q.wav
569;348;/t/dd00066;Medium engine (mid frequency);wav_samples_youtube/bal;7e2ifgqrN1Q;..\data\wav_samples_youtube\bal\vid7e2ifgqrN1Q.wav
570;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;7gZqP4-Y0Cw;..\data\wav_samples_youtube\bal\vid7gZqP4-Y0Cw.wav
576;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;7pbZPYKcXb8;..\data\wav_samples_youtube\bal\vid7pbZPYKcXb8.wav
581;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;7sU0jAHPJG0;..\data\wav_samples_youtube\bal\vid7sU0jAHPJG0.wav
583;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;7vsJm1Yw0Gc;..\data\wav_samples_youtube\bal\vid7vsJm1Yw0Gc.wav
591;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;89hj7G1AWYY;..\data\wav_samples_youtube\bal\vid89hj7G1AWYY.wav
612;338;/m/02l6bg;Propeller, airscrew;wav_samples_youtube/bal;8ofrO5oTmu4;..\data\wav_samples_youtube\bal\vid8ofrO5oTmu4.wav
614;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;8ofrO5oTmu4;..\data\wav_samples_youtube\bal\vid8ofrO5oTmu4.wav
616;335;/m/0k5j;Aircraft;wav_samples_youtube/bal;8ofrO5oTmu4;..\data\wav_samples_youtube\bal\vid8ofrO5oTmu4.wav
618;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;8PgDC2GUx9k;..\data\wav_samples_youtube\bal\vid8PgDC2GUx9k.wav
620;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;8SYLYWR47EE;..\data\wav_samples_youtube\bal\vid8SYLYWR47EE.wav
623;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;8yRROnG0-lA;..\data\wav_samples_youtube\bal\vid8yRROnG0-lA.wav
624;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;8ySFFOeBGEs;..\data\wav_samples_youtube\bal\vid8ySFFOeBGEs.wav
651;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;9dzNWsw-W58;..\data\wav_samples_youtube\bal\vid9dzNWsw-W58.wav
655;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;9EsNtRXnYbE;..\data\wav_samples_youtube\bal\vid9EsNtRXnYbE.wav
660;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;9iyQiuuF_CE;..\data\wav_samples_youtube\bal\vid9iyQiuuF_CE.wav
663;316;/m/07r04;Truck;wav_samples_youtube/bal;9JShnT8rnJE;..\data\wav_samples_youtube\bal\vid9JShnT8rnJE.wav
665;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;9MVCwolWlLE;..\data\wav_samples_youtube\bal\vid9MVCwolWlLE.wav
683;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;9ww0jrYLgZ8;..\data\wav_samples_youtube\bal\vid9ww0jrYLgZ8.wav
689;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;9_XnJpdB-1M;..\data\wav_samples_youtube\bal\vid9_XnJpdB-1M.wav
695;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;a4nkA0NL4Hw;..\data\wav_samples_youtube\bal\vida4nkA0NL4Hw.wav
705;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;A7v7zrZZEjA;..\data\wav_samples_youtube\bal\vidA7v7zrZZEjA.wav
714;338;/m/02l6bg;Propeller, airscrew;wav_samples_youtube/bal;AATRh0Nfkno;..\data\wav_samples_youtube\bal\vidAATRh0Nfkno.wav
717;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;Ab51oVS98Qo;..\data\wav_samples_youtube\bal\vidAb51oVS98Qo.wav
726;351;/t/dd00130;Engine starting;wav_samples_youtube/bal;aBdLzKU3ZW8;..\data\wav_samples_youtube\bal\vidaBdLzKU3ZW8.wav
728;353;/m/07q2z82;Accelerating, revving, vroom;wav_samples_youtube/bal;ACVaz7n54Eo;..\data\wav_samples_youtube\bal\vidACVaz7n54Eo.wav
731;315;/m/0ltv;Race car, auto racing;wav_samples_youtube/bal;ACVaz7n54Eo;..\data\wav_samples_youtube\bal\vidACVaz7n54Eo.wav
739;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;AGdTIaK5sDk;..\data\wav_samples_youtube\bal\vidAGdTIaK5sDk.wav
741;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;AgLm7rSg5JA;..\data\wav_samples_youtube\bal\vidAgLm7rSg5JA.wav
744;316;/m/07r04;Truck;wav_samples_youtube/bal;AGSTHhpO1U0;..\data\wav_samples_youtube\bal\vidAGSTHhpO1U0.wav
758;316;/m/07r04;Truck;wav_samples_youtube/bal;AiQoXi32QIA;..\data\wav_samples_youtube\bal\vidAiQoXi32QIA.wav
760;308;/m/0912c9;Vehicle horn, car horn, honking;wav_samples_youtube/bal;AiQoXi32QIA;..\data\wav_samples_youtube\bal\vidAiQoXi32QIA.wav
761;307;/m/0k4j;Car;wav_samples_youtube/bal;AiQoXi32QIA;..\data\wav_samples_youtube\bal\vidAiQoXi32QIA.wav
769;325;/m/012ndj;Fire engine, fire truck (siren);wav_samples_youtube/bal;aLHxMaT3uYg;..\data\wav_samples_youtube\bal\vidaLHxMaT3uYg.wav
770;322;/m/03j1ly;Emergency vehicle;wav_samples_youtube/bal;aLHxMaT3uYg;..\data\wav_samples_youtube\bal\vidaLHxMaT3uYg.wav
772;316;/m/07r04;Truck;wav_samples_youtube/bal;aLHxMaT3uYg;..\data\wav_samples_youtube\bal\vidaLHxMaT3uYg.wav
774;308;/m/0912c9;Vehicle horn, car horn, honking;wav_samples_youtube/bal;aLHxMaT3uYg;..\data\wav_samples_youtube\bal\vidaLHxMaT3uYg.wav
784;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;aMxLy5s3y8k;..\data\wav_samples_youtube\bal\vidaMxLy5s3y8k.wav
792;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;ArIES6ScYzo;..\data\wav_samples_youtube\bal\vidArIES6ScYzo.wav
794;335;/m/0k5j;Aircraft;wav_samples_youtube/bal;ArIES6ScYzo;..\data\wav_samples_youtube\bal\vidArIES6ScYzo.wav
796;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;asef1m3NUy4;..\data\wav_samples_youtube\bal\vidasef1m3NUy4.wav
799;316;/m/07r04;Truck;wav_samples_youtube/bal;ATcJtQMfKQc;..\data\wav_samples_youtube\bal\vidATcJtQMfKQc.wav
803;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;Aty2HP9Zr7g;..\data\wav_samples_youtube\bal\vidAty2HP9Zr7g.wav
804;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;Au5NjQaR_T0;..\data\wav_samples_youtube\bal\vidAu5NjQaR_T0.wav
813;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;aVuoBwZxcJ4;..\data\wav_samples_youtube\bal\vidaVuoBwZxcJ4.wav
821;351;/t/dd00130;Engine starting;wav_samples_youtube/bal;axVAld8h_Lw;..\data\wav_samples_youtube\bal\vidaxVAld8h_Lw.wav
824;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;AzZsdF3nf9g;..\data\wav_samples_youtube\bal\vidAzZsdF3nf9g.wav
826;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;A_8Ce_kdBs4;..\data\wav_samples_youtube\bal\vidA_8Ce_kdBs4.wav
827;335;/m/0k5j;Aircraft;wav_samples_youtube/bal;A_8Ce_kdBs4;..\data\wav_samples_youtube\bal\vidA_8Ce_kdBs4.wav
832;316;/m/07r04;Truck;wav_samples_youtube/bal;BA_nJrD4lQQ;..\data\wav_samples_youtube\bal\vidBA_nJrD4lQQ.wav
834;351;/t/dd00130;Engine starting;wav_samples_youtube/bal;BA_nJrD4lQQ;..\data\wav_samples_youtube\bal\vidBA_nJrD4lQQ.wav
838;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;bBdxLMRX5rs;..\data\wav_samples_youtube\bal\vidbBdxLMRX5rs.wav
858;316;/m/07r04;Truck;wav_samples_youtube/bal;bGvorcBfgp8;..\data\wav_samples_youtube\bal\vidbGvorcBfgp8.wav
862;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;BGywP1-ZPAk;..\data\wav_samples_youtube\bal\vidBGywP1-ZPAk.wav
863;335;/m/0k5j;Aircraft;wav_samples_youtube/bal;BGywP1-ZPAk;..\data\wav_samples_youtube\bal\vidBGywP1-ZPAk.wav
869;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;BIjHTZsmleI;..\data\wav_samples_youtube\bal\vidBIjHTZsmleI.wav
874;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;BkiVd188Cqs;..\data\wav_samples_youtube\bal\vidBkiVd188Cqs.wav
876;424;/m/0_ksk;Power tool;wav_samples_youtube/bal;BkiVd188Cqs;..\data\wav_samples_youtube\bal\vidBkiVd188Cqs.wav
887;322;/m/03j1ly;Emergency vehicle;wav_samples_youtube/bal;BMqxW3bs0iU;..\data\wav_samples_youtube\bal\vidBMqxW3bs0iU.wav
888;396;/m/03kmc9;Siren;wav_samples_youtube/bal;BMqxW3bs0iU;..\data\wav_samples_youtube\bal\vidBMqxW3bs0iU.wav
889;323;/m/04qvtq;Police car (siren);wav_samples_youtube/bal;BMqxW3bs0iU;..\data\wav_samples_youtube\bal\vidBMqxW3bs0iU.wav
890;314;/t/dd00134;Car passing by;wav_samples_youtube/bal;BMqxW3bs0iU;..\data\wav_samples_youtube\bal\vidBMqxW3bs0iU.wav
906;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;BQWXKuFYuro;..\data\wav_samples_youtube\bal\vidBQWXKuFYuro.wav
908;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;brbEtmu2_MA;..\data\wav_samples_youtube\bal\vidbrbEtmu2_MA.wav
911;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;BshLXcYg6ck;..\data\wav_samples_youtube\bal\vidBshLXcYg6ck.wav
913;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;BSPjTGVP1I4;..\data\wav_samples_youtube\bal\vidBSPjTGVP1I4.wav
919;351;/t/dd00130;Engine starting;wav_samples_youtube/bal;bT-CEaOEGdI;..\data\wav_samples_youtube\bal\vidbT-CEaOEGdI.wav
923;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;BtN6AvD1FyA;..\data\wav_samples_youtube\bal\vidBtN6AvD1FyA.wav
925;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;BTxwsd0wOMg;..\data\wav_samples_youtube\bal\vidBTxwsd0wOMg.wav
927;424;/m/0_ksk;Power tool;wav_samples_youtube/bal;BTxwsd0wOMg;..\data\wav_samples_youtube\bal\vidBTxwsd0wOMg.wav
929;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;bUMYneCPJ9c;..\data\wav_samples_youtube\bal\vidbUMYneCPJ9c.wav
931;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;buuWGappQ2E;..\data\wav_samples_youtube\bal\vidbuuWGappQ2E.wav
933;347;/m/01j4z9;Chainsaw;wav_samples_youtube/bal;buZNF4Mkvfg;..\data\wav_samples_youtube\bal\vidbuZNF4Mkvfg.wav
943;318;/m/05x_td;Air horn, truck horn;wav_samples_youtube/bal;bWtCva4PDKE;..\data\wav_samples_youtube\bal\vidbWtCva4PDKE.wav
944;316;/m/07r04;Truck;wav_samples_youtube/bal;bWtCva4PDKE;..\data\wav_samples_youtube\bal\vidbWtCva4PDKE.wav
946;308;/m/0912c9;Vehicle horn, car horn, honking;wav_samples_youtube/bal;bWtCva4PDKE;..\data\wav_samples_youtube\bal\vidbWtCva4PDKE.wav
948;318;/m/05x_td;Air horn, truck horn;wav_samples_youtube/bal;BXzfYZoN9oc;..\data\wav_samples_youtube\bal\vidBXzfYZoN9oc.wav
950;308;/m/0912c9;Vehicle horn, car horn, honking;wav_samples_youtube/bal;BXzfYZoN9oc;..\data\wav_samples_youtube\bal\vidBXzfYZoN9oc.wav
951;336;/m/014yck;Aircraft engine;wav_samples_youtube/bal;BYNisb8TQ9g;..\data\wav_samples_youtube\bal\vidBYNisb8TQ9g.wav
953;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;BYNisb8TQ9g;..\data\wav_samples_youtube\bal\vidBYNisb8TQ9g.wav
954;335;/m/0k5j;Aircraft;wav_samples_youtube/bal;BYNisb8TQ9g;..\data\wav_samples_youtube\bal\vidBYNisb8TQ9g.wav
961;426;/m/014zdl;Explosion;wav_samples_youtube/bal;CCHRD-G9sfA;..\data\wav_samples_youtube\bal\vidCCHRD-G9sfA.wav
963;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;CCHRD-G9sfA;..\data\wav_samples_youtube\bal\vidCCHRD-G9sfA.wav
975;427;/m/032s66;Gunshot, gunfire;wav_samples_youtube/bal;CelxGPZvoyw;..\data\wav_samples_youtube\bal\vidCelxGPZvoyw.wav
980;316;/m/07r04;Truck;wav_samples_youtube/bal;cERFUmgIQS0;..\data\wav_samples_youtube\bal\vidcERFUmgIQS0.wav
983;339;/m/09ct_;Helicopter;wav_samples_youtube/bal;CE_mJV2PaOc;..\data\wav_samples_youtube\bal\vidCE_mJV2PaOc.wav
